,Final_text,Category
10866,africa ’ economy declined 21 2020 grow 34 2021 afdb ’ president adesina affirmed africa remains fertile ground investment adding posse fundamental driven continent ’ phenomenal growth past decade,Economy
10867,egypt seal 5 gold exploration deal eastern desert 13 mln egypt passed legislation last year ease exploration rule attract investor gold sector,Economy
10868,intraafrican trade rate stand 18 likely double within 15 year afcfta secretarygeneral wamkele mene secretarygeneral african continental free trade area said egypt important country region one major leader africa,Economy
10869,egypt bombardier confirms £17 billion deal build two monorail financed uk government first uk export since company derbybuilt train exported south africa gautrain project 2008 according matt byrne president bombardier transportation,Economy
10870,global gdp expected shrink 43 end2020 middle east rebound 2021 4 amid pandemic eib eib expected middle east central asia emerging developing europe gdp contract 4 5 percent 2020 followed rebound range 3 percent 4 percent 2021,Economy
10871,egypt expected restore prepandemic real gdp growth 55 fy202021 egypt ’ economy continues praised international financial institution amid covid19 crisis based positive index mirror resilience internal external shock said finance minister maait,Economy
10872,amsp launch covid19 vaccine preorder programme au ’ member state total finance 2 bln previously avatt secured provisional 270 million covid19 vaccine dos pfizer johnson johnson astrazeneca,Economy
10873,egypt ’ security issuance drop 145 financial market performance improves 2020 financial regulatory authority made announcement part year ender report reviewing financial activity 2020,Economy
10874,egp 21 bln arrears disbursed exporter since 2019 finance minister latest prompt cash payment exporter initiative total egp 13 billion disbursed 169 export company november december,Economy
10875,egypt ’ nonpetroleum trade balance recedes 17 import fall 12 2020 trade industry minister add egypt managed attain positive performance despite covid19 harsh impact global trade supply chain,Economy
10876,imf say working intensively sudan move toward debt relief,Economy
10877,egypt sign framework agreement china dongfeng produce electric car,Economy
10878,egypt itida launch 11th round export support company amid pandemic export incentive package aim boost export increase market penetration capability,Economy
10879,mdbs dfis finance private sector middle low income country rise 21 2019 report report also showed total mobilisation included 201 billion private direct mobilisation increase 18 percent 2018 key priority many mdbs,Economy
10880,egypt top ebrd ’ development finance destination semed €1 billion ebrd provided €784 million liquidity line local bank egypt smes protect job help enterprise reshape recovery phase,Economy
10881,18 million citizen benefit hayah karima initiative first phase initiative launched president abdelfattah elsisi 2019 aim uplifting people ’ living standard,Economy
10882,abc bank completes acquisition blom bank egypt deal worth egp 67 bln deal completion awaits cbe fra central bank lebanon approval,Economy
10883,egypt transport ministry siemens sign mou electric train project system total 1000km railway line nationwide cost egp 360 billion,Economy
10884,bank abc acquires blom bank egypt 480 million source lebanon ’ blom bank owns 9942 issued share capital blom bank egypt said entered exclusive talk bahrain ’ abc december,Economy
10885,imf release priority agenda focus coronavirus egypt signed two loan deal imf worth 8 billion since covid19 outbreak,Economy
10886,egypt ’ budget deficit gdp ratio receded 36 first half fy202021 revenue rose 16 egypt current fy202021 managed attain positive index despite harsh impact covid19 said minister finance mohamed maait,Economy
10887,egypt handed total €784 mn credit line private sector smes 2020 amid pandemic date ebrd invested €7 billion 125 project egypt bank ’ area investment include financial sector agribusiness manufacturing service well infrastructure project,Economy
10888,eib issue €15 billion sustainability awareness bond address covid19 impact sdgs funding raised global capital market though eib ’ sustainability awareness bond dedicated support longterm investment project alignment eu taxonomy regulation,Economy
10889,egypt ebrd unwto sign covid19 recovery package support tourism sector package come sake building resilience tourism enterprise amid covid19 pandemic,Economy
10890,egypt ’ iconic iron steel company liquidated due loss eisc divided company iron steel another mine quarry,Economy
10891,itfc provide egypt 11 bln finance solution 2021 egypt rank seventh among country contribute itfc ’ capital ranking third among beneficiary country corporation ’ finance allocation 127 billion,Economy
10892,global sukuk supply expected accelerate 2021 fitch rating reconciliation deal signed gcc country egypt qatar also expected contribute higher volume investment,Economy
10893,13 growth mena startup investment 2020 driven covid19 report report also pointed three main innovation hub uae egypt saudi arabia accounted 68 percent total deal disclosed 2020,Economy
10894,egypt issue egp 30 mln coin monthly combat change shortage head public treasury authority said new point established provide change coin citizen easily,Economy
10895,fitch solution downgrade egypt ’ growth 3 2021 second time two month december fitch solution downgraded economic growth outlook egypt 32 percent 2021 33 percent projected november,Economy
10896,egypt ’ annual core cpi rate declined 38 december cbe,Economy
10897,egypt open subscription seyola cash fund target egp 100 mln investment,Economy
10898,egypt ’ annual headline inflation decline 54 lowest since october capmas capmas attribute decrease reduction record consumer price december 05 percent compared november,Economy
10899,imf raise egypt ’ growth projection 28 significant risk expected amid covid19 sba programme egypt pas draft custom law end march complete public expenditure review end april develop reform plan national investment bank end january,Economy
10900,elon musk overtakes amazon bezos become world richest person bloomberg news,Economy
10901,egypt allocates egp 50 mln boost digital transformation “ digital egypt builder ” initiative meant step investment ict sector,Economy
10902,private sector green activity help mideast africa recover coronavirus mashora afcfta may boost intraafrican trade 52 percent mashora reported,Economy
10903,mahmoud momtaz named new chairman egyptian competition authority nevin gamea name mahmoud momtaz new chairman egyptian competition authority eca,Economy
10904,egypt idsc release infograph financial stability amid coronavirus crisis stability financial system helped egyptian economy withstand repercussion pandemic,Economy
10905,cbe introduces new facility egp transfer application move part strategy national payment council support payment system,Economy
10906,u willing deepen economic tie egypt increase investment u treasury secretary mnuchin praise egypt ’ economic reform programme contributed boosting economy ’ structure contained covid19 spread repercussion,Economy
10907,egypt ’ international reserve jump 40 bln first time since october cbe september 2019 egypt ’ nirs recorded alltime high 451 bln witnessing significant drop march 2020 driven covid19,Economy
10908,interview digital mall launched march 5000 brand hosted next three year ceo mall expected launch march conjunction mother ’ day season egypt,Economy
10909,global economy expected expand 4 2021 recovery subdued world bank mena region report projected economic activity recover modestly 21 percent 2021 reflecting lasting damage pandemic low oil price,Economy
10910,egp 63 billion allocated develop upper egypt since 2014 housing minister development egyptian south total population 23 million key part country 2030 development plan,Economy
10911,egypt ’ central bank extends facility defaulting tourism company owing coronavirus presidential order given alleviate woe hardhit tourism sector cbe said,Economy
10912,hope recovery help market start new year pop seoul rallied 25 percent following strong export data sydney put one percent sign spike new infection city brought control,Economy
10913,egypt ’ fra launce initiative merge informal business formal economy digital financial inclusion 2021 initiative target microsized project client encourage use digital payment instrument transaction amid covid19 crisis,Economy
10914,egypt suez canal revenue 34 2020 canal fastest shipping route europe asia one egypt main source foreign currency,Economy
10915,afcfta offer 15 bn job achieve trade exchange worth 34 tn ejb afcfta agreement merging 54 african country 13 billion people one market within economic bloc combined gdp 34 trillion according african centre economic transformation,Economy
10916,global tourism lost 935 bn revenue due covid19 10 time loss 2009 crisis ejb un world tourism organisation expected three scenario sector ’ recovery expecting rebound international tourism second half 2021,Economy
10917,egypt receives 13 new railway carriage russian transmash deal agreement russian transmash holding company egyptian national railway enr worth 1 billion euro,Economy
10918,banque misr receives €425 mln eib support egyptian smes amid coronavirus crisis banque misr second largest bank egypt clear focus sme lending large retail presence across egypt,Economy
10919,interview digital transformation remain priority egypt amid covid19 visa ’ north africa gm use contactless payment become part public health response covid19 reason believe discarded world return new normal,Economy
10920,iraq renews contract supply egypt 12 million barrel oil egypt iraq agreed establishing oilforreconstruction mechanism,Economy
10921,egypt public ebills hike egp 4 bln due coronavirus finance minister september maait said government service ebills grew one year 223 percent end july,Economy
10922,egypt hope quality control secure place top orange exporter,Economy
10923,arab region incurred 140 bln economic loss due coronavirus pandemic escwa un commission western asia said despite loss region face two likely economic scenario 2021 amid second wave covid19 outbreak involving positive economic growth,Economy
10924,egypt target 2 initial surplustogdp ratio 63 budget deficit fy202021 cbe egypt ’ government offered international bond worth 5 million may 2020,Economy
10925,2020 yearender egypt ’ economy showed resilience face coronavirus pandemic year come close country economy survived toughest test faced since launch economic reform programme november 2016,Economy
10926,egypt extends realstate tax return submission deadline endmarch action come line preemptive measure government taking amid second wave covid19,Economy
10927,egypt eib ink €11 bn finance agreement support transport sector agreement come within financing package worth €19 billion target enhancing egypt smes resilience covid19 pandemic supporting sustainable public transport infrastructure development,Economy
10928,egypt central bank renews suspension atm banking transaction fee june 2021 bank renewed measure september expected lifted end 2020,Economy
10929,sdgs v covid19 developing country acid test international local official expert discus covid19 threatens sdg agenda developing country sdgs could road recovery economy,Economy
10930,egypt reach 540 mln settlement agreement canada ’ nutrien company deal put end 12year dispute egypt nutrien ltd company formerly agrium inc,Economy
10931,oil price reach 51bbl 2021 remain low 2029 fitch solution fitch solution expects debt gulf state rise sharply effort elevated globally transition green economy,Economy
10932,egypt central bank keep interest rate unchanged reset inflation target 7 cbe announces reset next inflation target 7 percent fourth quarter 2022 9 percent support macroeconomic stability,Economy
10933,egypt ’ telecom sector grows 152 despite coronavirus cabinet report sector ’ share egypt ’ gdp grew 44 percent record egp 108 billion fy 20192020,Economy
10934,egypt tackle commercial integration plan iraq jordan joint cooperation egypt jordan iraq prioritise pharmaceutical industry including veterinary medicine chemical industry petrochemical leather ceramic,Economy
10935,cbe wfp launch egp 50 mln project support msmes egypt 100000 egyptian luxor aswan qena sohag assiut expected benefit project,Economy
10936,ebrd provides egypt 12 mn loan support tourism sector sum loan extended aldau alharam hotel operation regeneration brownfield site hyatt regency hotel,Economy
10937,egypt ’ ministry industry halt ceramic import boost local productivity decision aim preserve productivity rate egyptian industry potential repercussion,Economy
10938,cbe review interest rate last time 2020 thursday expectation monetary policy committee ’ decision divided introducing new cut keeping current interest rate unchanged,Economy
10939,egypt likely economy mena expand 2020 obg,Economy
10940,egypt secured 98 bln sdgs 2030 finance 2020 67 sovereign project announcement came within ministry international cooperation annual report released virtual press conference held monday attended ahram online,Economy
10941,egypt ’ drop 4 position global innovation index 2020 maintains 14th place among lm country gii expected covid19 affect innovation scene globally notable decline venture capital investment headed fresh startup,Economy
10942,egypt ’ private sector need room investment play role world bank report said egypt economy turning point covid19 crisis,Economy
10943,world bank talk egypt ’ sovereign fund tap investment opportunity ifc country manager egypt walid labadi unveiled ifc supported egypt private sector 400 million since onset pandemic,Economy
10944,afdb approves 104 bn borrowing programme due covid19 crisis 40 million people expected pushed poverty pandemic reported atlantic council,Economy
10945,interview uk trade envoy latest britishegyptian trade deal bilateral tie brexit donaldson told ahram online uk view egypt one exciting market region one gateway africa led uk company invest 48 billion country,Economy
10946,uk host africa investment conference brexit earlier month egypt uk signed new trade agreement come effect 1 january 2021 uk leaf eu,Economy
10947,imf completes egypt ’ sba loan review 16 bln disbursed imf said egyptian authority managed well covid19 crisis related disruption economic activity urging take action concerning monetary easing structural reform,Economy
10948,skorean president confers 1st class order diplomatic merit egypt finance minister south korean president moon jaein awarded first class order diplomatic service merit egyptian finance minister mohamed maait,Economy
10949,team europe provides 500 mln 92 low middle income country covid19 vaccine european investment bank said agreed €400 million financing support participation low middle income economy covax advance market commitment covax amc,Economy
10950,egypt ’ bank asset recover nearterm risk fc funding liquidity profile recede fitch rating fitch rating said country ’ fc liquidity boosted q3 2020 driven raising 2 bln oneyear loan regional international bank issuing 750 million green bond september,Economy
10951,interview usaid continuing support egypt amid covid19 crisis mission director leslie reed,Economy
10952,paynas launch platform support msmes also includes issuing banking card enable msmes eliminate cash wage empower employee financial tool,Economy
10953,central bank response covid19 far done stimulus procedure needed imf imf suggested new framework help central bank contain future shock fighting ongoing crisis,Economy
10954,ifc amcham egypt ink agreement enhance opportunity woman workplace partnership part broader effort support country ’ private sector navigates covid19 pandemic time fostering reinforcing equal opportunity woman workplace,Economy
10955,egypt ’ comprehensive health insurance system solid financial solvency finance minister maait made statement first anniversary comprehensive health insurance system launched december 2019 port said,Economy
10956,egypt seek obtaining world bank ’ dpf facility finance development plan structural reform almashat stressed importance structural reform policy help economy become resilient likely future shock,Economy
10957,egyptian exporter register ebill system secure state benefit tax authority head deadline registration july 1st reda abdelkader said,Economy
10958,amazon launch digital payment service business mena largescale well small mediumsized enterprise benefit new amazon payment service according statement giant company,Economy
10959,alahram launch 4th edition energyfocused conference monday electricity renewable energy minister mohamed shaker petroleum minister tarek elmolla leading official expert energy sector set attend conference,Economy
10960,global negativeyielding debt jump 175 tln amid covid19 crisis bi switzerlandbased bank international settlement owned 63 central bank country together account 95 percent world gdp,Economy
10961,egypt ’ annual inflation jump 63 monthly rate rise 29 capmas capmas attributed increase inflation rate rise price foodstuff bavereges november 32 percent,Economy
10962,ebrd provides egypt 42 mln loan support renewable energy sector fund come light government target achieving 20 percent country ’ electricity generation capacity renewable source 2022,Economy
10963,egypt place 3rd startup investment mena november wamda report majority mena startup receiving investment november logistics ecommerce domain,Economy
10964,egypt offer armyowned safi wataniya petroleum stake sale planning minister two company offered private sector listed egypt ’ stock exchange,Economy
10965,egypt award siemens hassan allam contract build new national energy control center project expected completed end 2022,Economy
10966,egypt ’ gdp growth bounce back 2022 reaching 56 fitch solution global growth slowed fourth quarter 2020 forecast 2021 seem optimistic,Economy
10967,uk norway iceland sign trade continuity deal agreement signed tuesday mean majority trade good country remain tarifffree,Economy
10968,egypt implemented 37 project petroleum sector egp 4313 bln last 2 year planning minister 606 billion public investment allocated upgrade petroleum mineral resource sector current fy20202021 representing 82 percent total public investment,Economy
10969,global auto market outlook stable sale ’ recover middecade moody ’ suffering significant decline 2009 recovery auto shipment uneven china rebound faster u western europe moody ’ said,Economy
10970,interview egypt ’ growth bounce back precoronavirus level fy 202122 imf mission chief egypt uma ramakrishnan egypt economic activity accelerates tourism gradually improves country ’ growth likely reach 55 percent fy 20212022 ramakrishnan told ahram online,Economy
10971,egyptfrance trade exchange increased 9 month capmas egypt ’ notable import pharmaceutical product,Economy
10972,egyptian expat remittance jumped 8 bln q1 fy202021cbe january september 2020 remittance jumped 221 billion 198 billion period 2019,Economy
10973,egypt ’ central bank extends facility tourism worker amid covid19 grace period loan tourism sector worker extended end 2021,Economy
10974,happy diwali day baron resort sahl hasheesh,Economy
10975,egypt ’ nirs stood 392 bln end november cbe world bank expects egypt become top recipient remittance middle east north africa region 2020 receive 244 billion,Economy
10976,global asset management outlook negative financial market threatened covid19 second wave moody ’ moody say low interest rate adopting accommodative monetary policy vital financial market recover coronavirus pandemic,Economy
10977,ministry international cooperation unido release video egypt development success story video come ministry global partnership narrative aim showcase egypt ’ development success story,Economy
10978,fitch solution downgrade projection egypt ’ growth 2021 32 inflation hit 6 fitch solution said strong tie menas country saudi arabia uae egypt remain biden presidency vital u strategic goal,Economy
10979,egypt finance ministry korean embassy cairo hold webinar sharing experience development webinar reviewed korea ’ industrialisation experience automobile industry policy shipbuilding industry,Economy
10980,egypt ’ account deficit hike 5 gdp 2020 fitch measure taken central bank egypt restructure credit facility distressed tourism sector likely provide relief fitch rating said,Economy
10981,egypt ’ ict sector remains resilient despite covid19 egp 108 bln revenue fy202021 itida ’ ceo said resilience demonstrated amid pandemic augmented egypt ’ global appeal outsourcing business service investment encouraged demand enterprise choose egypt technology hub,Economy
10982,egypt ’ poverty rate decline 297 capmas first time egypt see decrease poverty rate since 1999,Economy
10983,global gdp expected grow 42 2021 due new vaccine govt financial support oecd projection follows significant fall global economic vitality 2020 worst since 2008 global financial crisis due covid19 pandemic,Economy
10984,egypt ’ food industry export 10 2019 saudi arabia top saudi arabia top egypt ’ food industry export 337 million germany came last 77 million,Economy
10985,u federal reserve likely cut interest rate upcoming meeting egypt central bank positive news coronavirus vaccine fading uncertainty regarding u election helped global market performance late november,Economy
10986,eni reach agreement egypt naturgy restart operation gas plant damietta,Economy
10987,france stress commitment boosting economic cooperation egypt total cooperation portfolio egypt france worth €75 billion,Economy
10988,spain invest 43 bln euro 5g infrastructure 2025 total 883 million euro already included next year budget approved following week,Economy
10989,egypt vat unchanged law amendment new exemption included youssef noted amendment include exempting commodity service headed project established economic zone vat order catalyse investment area,Economy
10990,egypt ’ capital inflow fell half fy201920 amid coronavirus pandemic cbe report revealed current account deficit incresaed 112 billion 109 billion f 201819,Economy
10991,egypt finance minister expects disbursal 16 billion imf funding enddecember,Economy
10992,egypt ’ transport minister urge american company invest 33 future project sector minister urged american company take advantage opportunity submit proposal project transport ministry immediate consideration,Economy
10993,egypt current account deficit widens 112 billion 201920,Economy
10994,negative outlook emerging market 2021 due coronavirus moody ’ profit growth emerging market modest amid low interest rate subdued lending said moody ’,Economy
10995,egypt saw highest growth rate among 39 country ebrd operates official harmgart praised performance egyptian economy discussing existing project egypt bank well prospect developing area cooperation,Economy
10996,egypt germany discus launch debt swap programme third phase programme third phase worth €80 million focus project related technical vocational education supporting job creation,Economy
10997,saudi arabia seek benefit egypt ’ ebill system experience say saudi tax authority governor egypt launched electronic billing system june part plan advance country tax system,Economy
10998,alahram hold 4th edition annual energy conference december 14 4th edition held auspex prime minister mostafa madbouly scheduled see participation electricity renewable energy minister mohamed shaker petroleum minister tarek elmolla,Economy
10999,interview afro group quadruple investment egyptian market five year ceo latest development investment business legislation digital transformation egypt benefit business attract investment ict particular according mohamed nasr,Economy
11000,orascom construction consortium sign 800 mln contract cairo metro line 4 construction first phase underground line extend 19 kilometre 16 station center greater cairo pyramid area giza,Economy
11001,egyptian president inaugurates middle east africa smart transportation fair president toured fair listened detailed explanation official product including vehicle mean public transportation running natural gas electricity,Economy
11002,interview egypt ebrd ’ largest investment country 2025 managing director semed harmgart said egyptian bank received 800 million given private smes sector response pandemic adding ebrds investment egypt reach €1 billion end 2020,Economy
11003,egypt succeeds raising 73 bln 2020 despite coronavirus international cooperation minister rania almashat said finance pumped several sector field pointing private sector good share,Economy
11004,imf reach stafflevel agreement egypt upon first review 52 bln financing agreement egyptian economy performed better expected despite pandemic say imf,Economy
11005,talk egypt sawiris memining halted minister sawiris chair private gold mining group la mancha said february holding talk acquire 51 stake shalateen,Economy
11006,egypt award 11 company concession mining bid round,Economy
11007,imf provided 80 country 91 bln since onset covid19 annual report imf managing director kristalina georgieva said government faced crisis allocating nearly 12 tln fiscal action 75 tln monetary action,Economy
11008,egypt cbe extends maturity u bond repurchase 15 year action come despite challenge covid19 pandemic increasing risk global economy facing according bank,Economy
11009,ebrd partner acquire egypt ’ adwia pharmaceutical total worth deal 250 million,Economy
11010,egypt receive €1328 mln germany implement 11 project project meant promote technical vocational education enhance community participation invest job creation supporting private sector,Economy
11011,souqcom witnessed 66 increase storage capacity since onset covid country manager elsahy said gaming fitness appliance household hygienic item foodstuff witnessed top demand pandemic,Economy
11012,eight international development bank sign road safety declaration highlevel statement asserted importance road safety target part sustainable development objective multilateral institution contributing target set un decade action road safety,Economy
11013,endeavour buy teranga gold dealmaking gather pace endeavour shareholder end 66 combined entity teranga shareholder holding remaining 34,Economy
11014,saudi grant committee provides egypt egp 100 mln empower woman artisan young entrepreneur saudi arabia grant management committee far funded 2180 project 27 governorates contributed creation 12000 job opportunity 200 million grant,Economy
11015,egypt secures financing agreement worth 73 bln 2020 agreement inked several international financial institution boost egypt effort 2030 vision strengthen economic tie global partner,Economy
11016,egypt ebrd discus new 202125 green strategy egypt ebrds biggest country operation region total investment €23 billion 60 percent dedicated private sector,Economy
11017,egypt expand ppp project private sector transportation finance minister achievement egypt attained past five year led country shoot 50 place business report ’ transport sector index finance minister said,Economy
11018,egypt ’ unemployment rate decline second time qoq reaching 73 capmas egypt ’ labour force increased 28171 million third quarter 2020 growth rate 56 percent compared quarter 2019,Economy
11019,egypt central bank cut interest rate 05 pct bringing total cut 4 pct 2020 cbe said increase annual headline inflation continues mainly led higher annual contribution food item well regulated item due negative annual food inflation,Economy
11020,egypt baron palace sahl hasheesh win world luxury hotel award second time baron hotel resort egypt win award world luxury hotel award,Economy
11021,global coalition public development bank formed address coronavirus challenge coalition expected contribute achievement united nation ’ sustainable development goal sdgs well objective paris agreement combat climate change,Economy
11022,egyptuk trade relation witness turning point approaching brexit trade minister trade exchange egypt uk increased £214 billion 2019 £19 billion 2018 according egypt ’ minister trade industry,Economy
11023,egyptuk trade agreement take effect 31 december uk trade envoy believe egypt ’ future trade tie stable year ” said donaldson,Economy
11024,imf revisits policy public debt support policy imf said statement covid19 elevated debt vulnerability many country adding lowincome country witnessing change credit landscape,Economy
11025,egypt need invest human capital successful digital transformation process amcham president network readiness index nri 2020 egypt ranked 84th networkready country northern africa,Economy
11026,allianz egypt profit record egp 490 mln fy 201920 total business egp 53 bln allianz plan expand several governorates egypt including delta upper egypt near future,Economy
11027,egypt expected achieve mediumterm economic growth 5 public debt gdp ratio projected decline finance minister mohamed maait made comment participation virtual event kicked monday bringing together uk egyptian business representative,Economy
11028,itida promotes egypt ict hub ceo egypt becoming fastestgrowing startup ecosystem mena said mahfouz,Economy
11029,cbe review egypt ’ key interest rate thursday cut 05 projected key interest rate cut would aim stimulate private investment consumption addition driving gdp growth amid likely second wave covid19 pandemic,Economy
11030,brief inflation head north,Economy
11031,ebrd eu gcf launch two program worth €220 mln boost egypt green economy ebrd said two programme come response impact covid19 pandemic egyptian economy target boosting green finance,Economy
11032,ebrd provides egypt ’ bank 750 mln support smes covid19 crisis invests €7 bln 125 project rigterink said egypt faced severe impact caused pandemic due significant collapse tourism sector mainly result crisis,Economy
11033,egypt pay 20 bln external debt obligation fy202021 world bank report also unveiled government debt gdp ratio projected increase end fy20202021 reach 96 percent 906 percent expected october,Economy
11034,egypt ’ annual headline inflation doubled 45 october capmas notable increase annual inflation rate driven surge school university fee 20 percent addition increase price utility readygarments domestic market,Economy
11035,stateowned enterprise play critical role emerging market amid covid19 crisis ebrd new report discussed reappraisal role state economy affected amid ongoing covid19 crisis,Economy
11036,egypt lost egp 220 billion revenue q4 201920 due pandemic end june country spent egp 65 billion egp 100 billion earmarked earlier year fighting coronavirus outbreak,Economy
11037,egypt gas export capacity 1 bln cubic foot per day petroleum minister egypt currently export 300 800 million cubic foot mcf per day minister elmolla said,Economy
11038,eib edfi launch initiative support developing country ’ business amid covid19 crisis initiative target increasing support extended private sector order strengthen resilience company community impacted covid19,Economy
11039,egypt uk longterm strategic tie pm madbouly came madboulys address egyptianbritish chamber commerce ebcc,Economy
11040,egp 28 billion allocated luxor fy 202021 planning minister elsaid disclosed 15 percent total public investment directed upper egypt,Economy
11041,egypt see highest real gdp growth mena 20202024 expected 4 fitch solution monthly economic update insight fitch solution expected egypt ’ inflation rate record 59 percent cbe keep interest rate 975 percent end 2020,Economy
11042,standard poor ’ keep egypt ’ credit rating “ b ” level stable outlook second time six month sp expects egypt attain positive economic growth 25 percent fy20202021 projecting go 54 percent 2022 despite ongoing challenge covid19 pandemic,Economy
11043,egp 68 bn allocated sinai development fy202021 minister number development project north sinai stand 170 public investment worth egp 458 billion fy20202021,Economy
11044,700m people access broadband connectivity one billion lack formal identification imf imf urged policymakers invest digital infrastructure digital identity order enable citizen access online service,Economy
11045,un provide egypt around 532 mln development project 20202021 announcement came periodic meeting steering committee unpdf egypt un 20182022 chart new path 20212022 amid ongoing covid19 crisis,Economy
11046,qa world bank senior financial officer concepcion aisa egypt ’ first kind sovereign green bond aisa told ahram online world bank group working egyptian government many front help egypt progress towards environmental social sustainability,Economy
11047,egypt pioneering market huawei mena n africa director huawei offered “ huawei fusionmodule2000 ” solution egypt new generation smart modular data centre dedicated provide customer simple efficient reliable data centre solution said liang,Economy
11048,delayed conclusion u election race may increase financial market volatility moody ’ u institution resolve delay vote counting subsequent dispute result without causing meaningful enduring credit impact reported moody ’,Economy
11049,egypt ’ aljalalah project comprehensive model sustainable city economic growth recovery minister almashat made comment 23rd annual conference federation arab woman investor held city aljalalah 35 november,Economy
11050,egypt u discus expanding economic cooperation 202125 thru usaid usaid signed seven agreement worth 1125 million 2020 amid ongoing covid19 crisis,Economy
11051,egypt planning ministry launch year two citizen plan ’ initiative citizen plan aim ensure return investment reach citizen across country part egypt vision 2020,Economy
11052,emerging marketspeso recovers pummelling u vote hang balance peso south africa rand recovered ground loss overnight mexican currency fell 4 prospect swing state going way democratic candidate increased,Economy
11053,egypt set issue first sovereign islamic sukuk move part finance ministry ’ plan diversify base investor want invest governmental financial security,Economy
11054,egypt nonoil private sector growth nearly sixyear high october pmi second consecutive monthly improvement 13 straight month contraction exacerbated earlier year pandemic,Economy
11055,state employee ’ payment card replaced totally meeza card within year say finance minister meeza card allow employee deposit withdraw cash transfer payment repay governmental due using nontouchable method online point sale po system according maait,Economy
11056,egypt nirs incresed 392 bln october cbe end june egypt ’ nir started bounce back first time since march increasing 382 billion 36 billion may,Economy
11057,egypt italy ink two agreement support smes domestic leather industry two side discussed possibility launching fourth phase debt swap program reduce burden external debt provide adequate financing development project,Economy
11058,egypt parliament approves 10 international agreement worth 400 million agreement include four deal u amount around 334 million,Economy
11059,coronavirus caused deep global recession 2020 partial recovery expected imf imf noted although tentative sign worst uncertainty still high infection continue increase,Economy
11060,egypt parliament approves new amendment unified tax procedure law new amendment aim fight tax evasion,Economy
11061,egypt ’ parliament approves school teacher ’ financial benefit draft law egp 66bn finance minister approval came amid president elsisis directive improve 21 million preuniversity teacher salary general azharite school,Economy
11062,supply chain represent 80 global trade help achieving sdgs minister summit egypt participated first time brought together 5000 sustainability leader discus strengthen sustainable supply chain way contributes un sdgs,Economy
11063,egyptianiraqi higher committee reconvenes new era joint economic relation committee convened four day first time 30 year presence egypt ’ prime minister mostafa madbouly number egyptian iraqi official,Economy
11064,egypt target egp 1364 bln investment urban development fy202021 ministerial report clarified urban development sector ’ share egypt ’ gross domestic product gdp constant price expected reach egp 706 billion fy20202021,Economy
11065,ministerial level meeting egyptianiraqi highlevel committee baghdad friday egyptianiraqi highlevel committee started meeting wednesday 29 egyptian ministry agency participating,Economy
11066,egypt switzerland discus developing bilateral economic cooperation amid covid19 crisis swiss ambassador garnier asserted country keenness back egypt structural reform support effort fighting covid19 pandemic associated impact,Economy
11067,egypt ’ msmeda eu ink financing contract worth 228 mln infrastructure project 11 governorates project aim countering irregular immigration improving living standard people governorates,Economy
11068,egypt remittance hike record 278 bln fy 201920 cbe egypt ’ nirs started bounce back end june reach 382 billion 36 billion may,Economy
11069,egypt ukraine discus boosting economic cooperation meeting tackled preparation hold eighth session egyptianukrainian joint committee economic scientific technical cooperation cairo,Economy
11070,minister almashat discus egyptianiraqi joint higher committee 29 government agency strengthened cooperation egyptianiraqi joint higher committee encourage investment two country industry agriculture energy tourism construction,Economy
11071,egypt top arab country implementing sdgs escwa nine country include egypt bahrain jordan morocco oman state palestine qatar saudi arabia united arab emirate,Economy
11072,interview egypt ’ 2nd wave reform support private sector reform stateowned enterprise wb vp belhaj told ahram online egypt ’ sovereign green bond innovative sustainable financing solution support country ’ environmental social economic development,Economy
11073,egypt ’ trade balance deficit decline 205 august capmas capmas said egypt ’ export witnessed 94 drop august record 19 billion 211 billion august 2019 due decline number exported commodity value,Economy
11074,ejb call egypt tourism authority tap available opportunity rejuvenate sector egypt take part virtual international tourism exhibition play critical role recovery tourism kaoud said,Economy
11075,egypt export building material hit 39 bln 8 month building material export council,Economy
11076,qa ebcc chairman egyptuk trade relation new mutual trade accelerator total trade volume two country steadily increased last year crossed £21 billion mark 2019,Economy
11077,global oil price recover 2021 reaching 44 pb world bank semiannual commodity market outlook report focused impact covid19 pandemic market wb said oil price expected stabilize prepandemic level 2021,Economy
11078,investment road bridge lowered accident 44 egypt 20192020 planning minister minister unveiled investment road bridge amounted egp 14 billion 2018 bringing proportion investment egp 26 billion 2019 egp 28 billion 2020,Economy
11079,dana gas announces sale egypt asset ipr 236 million transaction remains pending egyptian government approval expected finalized early 2021,Economy
11080,national bank key cib share purchaser egx expert cib ’ share traded today egp 62 egp 665 bank ’ crisis witnessing trade volume 35 million share sunday ’ session,Economy
11081,central bank egypt approves appointment sherif sami new chairman cib central bank hesitate intervene supervisory power whenever required within framework commitment protecting fund depositor egyptian bank,Economy
11082,ezz elarab stepped chairman managing director cib effective immediately board cib board also announced decided appoint sherif samir samy current chairman governance nomination committee assume responsibility nonexecutive chairman board subject cbe approval,Economy
11083,huawei business egypt key axis future plan region north africa director,Economy
11084,egypt central bank dismisses cib head hisham ezz elarab serious violation central bank egypt said investigation found negative practice cib described financial crime,Economy
11085,egyptair ghana sign mou establish national ghanaian airline,Economy
